seqnames	strand	correct_tes	prime3	sample	hpi	Time	cell_line	group	count	endtype	pos	start	end
NC_001491.2	-	TRUE	76217	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	76217	76217	76217
NC_001491.2	+	TRUE	19481	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	19481	19481	19481
NC_001491.2	+	TRUE	16237	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	16237	16237	16237
NC_001491.2	+	TRUE	119681	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	119681	119681	119681
NC_001491.2	-	TRUE	6508	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	6508	6508	6508
NC_001491.2	-	TRUE	2390	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	2390	2390	2390
NC_001491.2	+	TRUE	105152	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime3	105152	105152	105152
NC_001491.2	+	TRUE	89502	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	89502	89502	89502
NC_001491.2	+	TRUE	94504	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime3	94504	94504	94504
NC_001491.2	+	TRUE	50715	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	50715	50715	50715
NC_001491.2	-	TRUE	52490	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	52490	52490	52490
NC_001491.2	+	TRUE	74866	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	74866	74866	74866
NC_001491.2	-	TRUE	10297	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	10297	10297	10297
NC_001491.2	-	TRUE	5808	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	5808	5808	5808
NC_001491.2	-	TRUE	88128	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	88128	88128	88128
NC_001491.2	+	TRUE	82049	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	82049	82049	82049
NC_001491.2	+	TRUE	57963	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	57963	57963	57963
NC_001491.2	+	TRUE	44675	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	44675	44675	44675
NC_001491.2	-	TRUE	64551	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	64551	64551	64551
NC_001491.2	+	TRUE	44935	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	44935	44935	44935
NC_001491.2	-	TRUE	111888	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	111888	111888	111888
NC_001491.2	+	TRUE	133026	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	133026	133026	133026
NC_001491.2	+	TRUE	105087	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	105087	105087	105087
NC_001491.2	+	TRUE	77735	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime3	77735	77735	77735
NC_001491.2	-	TRUE	52241	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	52241	52241	52241
NC_001491.2	-	TRUE	9738	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	9738	9738	9738
NC_001491.2	-	TRUE	106080	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	106080	106080	106080
NC_001491.2	+	TRUE	76660	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	76660	76660	76660
NC_001491.2	+	TRUE	129966	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	129966	129966	129966
NC_001491.2	+	TRUE	11290	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	11290	11290	11290
NC_001491.2	-	TRUE	4081	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime3	4081	4081	4081
NC_001491.2	-	TRUE	25627	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	25627	25627	25627
NC_001491.2	-	TRUE	48739	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	48739	48739	48739
NC_001491.2	+	TRUE	26308	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	26308	26308	26308
NC_001491.2	+	TRUE	96114	EHV1_cage_A			RK-13	EHV1_cage_A	5	prime3	96114	96114	96114
NC_001491.2	+	TRUE	60482	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	60482	60482	60482
NC_001491.2	+	TRUE	99609	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	99609	99609	99609
NC_001491.2	+	TRUE	86515	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	86515	86515	86515
NC_001491.2	-	TRUE	37766	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	37766	37766	37766
NC_001491.2	-	TRUE	30534	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	30534	30534	30534
NC_001491.2	+	TRUE	51112	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	51112	51112	51112
NC_001491.2	-	TRUE	72197	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	72197	72197	72197
NC_001491.2	-	TRUE	70064	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	70064	70064	70064
NC_001491.2	+	TRUE	2924	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	2924	2924	2924
NC_001491.2	-	TRUE	49555	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	49555	49555	49555
NC_001491.2	+	TRUE	58791	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	58791	58791	58791
NC_001491.2	+	TRUE	80851	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	80851	80851	80851
NC_001491.2	-	TRUE	57468	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	57468	57468	57468
NC_001491.2	+	TRUE	102893	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	102893	102893	102893
NC_001491.2	-	TRUE	84540	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	84540	84540	84540
NC_001491.2	-	TRUE	70584	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	70584	70584	70584
NC_001491.2	-	TRUE	94401	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime3	94401	94401	94401
NC_001491.2	-	TRUE	125198	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	125198	125198	125198
NC_001491.2	-	TRUE	31226	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	31226	31226	31226
NC_001491.2	+	TRUE	38594	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	38594	38594	38594
NC_001491.2	-	TRUE	117276	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	117276	117276	117276
NC_001491.2	+	TRUE	63003	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	63003	63003	63003
NC_001491.2	+	TRUE	64891	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	64891	64891	64891
NC_001491.2	+	TRUE	81113	EHV1_cage_A			RK-13	EHV1_cage_A	4	prime3	81113	81113	81113
NC_001491.2	-	TRUE	4598	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	4598	4598	4598
NC_001491.2	+	TRUE	47182	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	47182	47182	47182
NC_001491.2	+	TRUE	133043	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	133043	133043	133043
NC_001491.2	-	TRUE	21234	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	21234	21234	21234
NC_001491.2	+	TRUE	92562	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	92562	92562	92562
NC_001491.2	+	TRUE	94501	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	94501	94501	94501
NC_001491.2	-	TRUE	148177	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	148177	148177	148177
NC_001491.2	+	TRUE	77806	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	77806	77806	77806
NC_001491.2	+	TRUE	89335	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime3	89335	89335	89335
NC_001491.2	+	TRUE	133852	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	133852	133852	133852
NC_001491.2	-	TRUE	12118	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	12118	12118	12118
NC_001491.2	+	TRUE	128514	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	128514	128514	128514
NC_001491.2	+	TRUE	122972	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	122972	122972	122972
NC_001491.2	+	TRUE	55491	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	55491	55491	55491
NC_001491.2	+	TRUE	15339	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	15339	15339	15339
NC_001491.2	+	TRUE	80961	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	80961	80961	80961
NC_001491.2	+	TRUE	135816	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	135816	135816	135816
NC_001491.2	-	TRUE	12229	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	12229	12229	12229
NC_001491.2	+	TRUE	23070	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	23070	23070	23070
NC_001491.2	+	TRUE	17561	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	17561	17561	17561
NC_001491.2	+	TRUE	126560	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	126560	126560	126560
NC_001491.2	+	TRUE	97267	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	97267	97267	97267
NC_001491.2	-	TRUE	93149	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	93149	93149	93149
NC_001491.2	+	TRUE	79894	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	79894	79894	79894
NC_001491.2	+	TRUE	88437	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	88437	88437	88437
NC_001491.2	-	TRUE	75662	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	75662	75662	75662
NC_001491.2	-	TRUE	40064	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	40064	40064	40064
NC_001491.2	+	TRUE	119589	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	119589	119589	119589
NC_001491.2	-	TRUE	21679	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	21679	21679	21679
NC_001491.2	+	TRUE	86808	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	86808	86808	86808
NC_001491.2	+	TRUE	63666	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	63666	63666	63666
NC_001491.2	+	TRUE	64836	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	64836	64836	64836
NC_001491.2	+	TRUE	19809	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	19809	19809	19809
NC_001491.2	-	TRUE	59681	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	59681	59681	59681
NC_001491.2	+	TRUE	20017	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	20017	20017	20017
NC_001491.2	+	TRUE	91092	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	91092	91092	91092
NC_001491.2	-	TRUE	2501	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	2501	2501	2501
NC_001491.2	+	TRUE	132824	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	132824	132824	132824
NC_001491.2	+	TRUE	23388	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	23388	23388	23388
NC_001491.2	-	TRUE	47031	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	47031	47031	47031
NC_001491.2	+	TRUE	118999	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	118999	118999	118999
NC_001491.2	+	TRUE	55469	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime3	55469	55469	55469
NC_001491.2	+	TRUE	80240	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	80240	80240	80240
NC_001491.2	-	TRUE	65881	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	65881	65881	65881
NC_001491.2	+	TRUE	122404	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	122404	122404	122404
NC_001491.2	+	TRUE	121892	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	121892	121892	121892
NC_001491.2	+	TRUE	91117	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	91117	91117	91117
NC_001491.2	+	TRUE	64889	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	64889	64889	64889
NC_001491.2	+	TRUE	119674	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	119674	119674	119674
NC_001491.2	+	TRUE	12132	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	12132	12132	12132
NC_001491.2	-	TRUE	110741	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	110741	110741	110741
NC_001491.2	+	TRUE	76873	EHV1_cage_A			RK-13	EHV1_cage_A	5	prime3	76873	76873	76873
NC_001491.2	+	TRUE	78402	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	78402	78402	78402
NC_001491.2	+	TRUE	57784	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	57784	57784	57784
NC_001491.2	+	TRUE	88448	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	88448	88448	88448
NC_001491.2	-	TRUE	133744	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	133744	133744	133744
NC_001491.2	-	TRUE	127953	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	127953	127953	127953
NC_001491.2	+	TRUE	50668	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	50668	50668	50668
NC_001491.2	-	TRUE	52915	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	52915	52915	52915
NC_001491.2	+	TRUE	58878	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	58878	58878	58878
NC_001491.2	-	TRUE	25218	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	25218	25218	25218
NC_001491.2	-	TRUE	48135	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	48135	48135	48135
NC_001491.2	+	TRUE	121364	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	121364	121364	121364
NC_001491.2	-	TRUE	129064	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	129064	129064	129064
NC_001491.2	-	TRUE	125915	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	125915	125915	125915
NC_001491.2	-	TRUE	5132	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	5132	5132	5132
NC_001491.2	+	TRUE	89464	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	89464	89464	89464
NC_001491.2	-	TRUE	22744	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	22744	22744	22744
NC_001491.2	-	TRUE	81120	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	81120	81120	81120
NC_001491.2	+	TRUE	131397	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	131397	131397	131397
NC_001491.2	+	TRUE	86621	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	86621	86621	86621
NC_001491.2	-	TRUE	55591	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	55591	55591	55591
NC_001491.2	-	TRUE	114034	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	114034	114034	114034
NC_001491.2	+	TRUE	10611	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	10611	10611	10611
NC_001491.2	-	TRUE	112424	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	112424	112424	112424
NC_001491.2	-	TRUE	118582	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	118582	118582	118582
NC_001491.2	+	TRUE	19810	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	19810	19810	19810
NC_001491.2	-	TRUE	55730	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	55730	55730	55730
NC_001491.2	-	TRUE	48101	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	48101	48101	48101
NC_001491.2	+	TRUE	72210	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	72210	72210	72210
NC_001491.2	+	TRUE	122385	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	122385	122385	122385
NC_001491.2	+	TRUE	79707	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	79707	79707	79707
NC_001491.2	+	TRUE	114228	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	114228	114228	114228
NC_001491.2	-	TRUE	28405	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	28405	28405	28405
NC_001491.2	+	TRUE	1360	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	1360	1360	1360
NC_001491.2	-	TRUE	52114	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	52114	52114	52114
NC_001491.2	-	TRUE	31936	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	31936	31936	31936
NC_001491.2	+	TRUE	79612	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	79612	79612	79612
NC_001491.2	+	TRUE	25924	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	25924	25924	25924
NC_001491.2	+	TRUE	92591	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	92591	92591	92591
NC_001491.2	+	TRUE	12860	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	12860	12860	12860
NC_001491.2	-	TRUE	19683	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	19683	19683	19683
NC_001491.2	+	TRUE	128588	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	128588	128588	128588
NC_001491.2	-	TRUE	47268	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	47268	47268	47268
NC_001491.2	-	TRUE	125218	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	125218	125218	125218
NC_001491.2	+	TRUE	103879	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	103879	103879	103879
NC_001491.2	+	TRUE	33383	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	33383	33383	33383
NC_001491.2	-	TRUE	124831	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	124831	124831	124831
NC_001491.2	+	TRUE	79335	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	79335	79335	79335
NC_001491.2	+	TRUE	15891	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	15891	15891	15891
NC_001491.2	-	TRUE	4161	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	4161	4161	4161
NC_001491.2	-	TRUE	118633	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	118633	118633	118633
NC_001491.2	+	TRUE	129496	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	129496	129496	129496
NC_001491.2	-	TRUE	65694	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	65694	65694	65694
NC_001491.2	+	TRUE	58680	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	58680	58680	58680
NC_001491.2	+	TRUE	33055	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	33055	33055	33055
NC_001491.2	+	TRUE	82042	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	82042	82042	82042
NC_001491.2	+	TRUE	60619	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime3	60619	60619	60619
NC_001491.2	+	TRUE	119020	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	119020	119020	119020
NC_001491.2	+	TRUE	18095	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	18095	18095	18095
NC_001491.2	+	TRUE	50720	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	50720	50720	50720
NC_001491.2	-	TRUE	27583	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	27583	27583	27583
NC_001491.2	+	TRUE	27408	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	27408	27408	27408
NC_001491.2	-	TRUE	55644	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	55644	55644	55644
NC_001491.2	-	TRUE	96214	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	96214	96214	96214
NC_001491.2	+	TRUE	55397	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	55397	55397	55397
NC_001491.2	-	TRUE	106572	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	106572	106572	106572
NC_001491.2	-	TRUE	9663	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	9663	9663	9663
NC_001491.2	-	TRUE	26532	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	26532	26532	26532
NC_001491.2	+	TRUE	78928	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	78928	78928	78928
NC_001491.2	+	TRUE	34818	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	34818	34818	34818
NC_001491.2	-	TRUE	119069	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	119069	119069	119069
NC_001491.2	-	TRUE	56573	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	56573	56573	56573
NC_001491.2	+	TRUE	84515	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	84515	84515	84515
NC_001491.2	+	TRUE	129163	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	129163	129163	129163
NC_001491.2	+	TRUE	135706	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	135706	135706	135706
NC_001491.2	+	TRUE	72822	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	72822	72822	72822
NC_001491.2	+	TRUE	77156	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	77156	77156	77156
NC_001491.2	-	TRUE	21765	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	21765	21765	21765
NC_001491.2	+	TRUE	88440	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	88440	88440	88440
NC_001491.2	+	TRUE	19172	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	19172	19172	19172
NC_001491.2	+	TRUE	36644	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	36644	36644	36644
NC_001491.2	+	TRUE	90317	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	90317	90317	90317
NC_001491.2	-	TRUE	54218	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	54218	54218	54218
NC_001491.2	+	TRUE	78735	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	78735	78735	78735
NC_001491.2	+	TRUE	45134	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	45134	45134	45134
NC_001491.2	-	TRUE	107372	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	107372	107372	107372
NC_001491.2	+	TRUE	69930	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime3	69930	69930	69930
NC_001491.2	+	TRUE	96115	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	96115	96115	96115
NC_001491.2	-	TRUE	125911	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	125911	125911	125911
NC_001491.2	+	TRUE	90797	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	90797	90797	90797
NC_001491.2	-	TRUE	4233	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	4233	4233	4233
NC_001491.2	-	TRUE	32023	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	32023	32023	32023
NC_001491.2	+	TRUE	64660	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime3	64660	64660	64660
NC_001491.2	-	TRUE	125209	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	125209	125209	125209
NC_001491.2	-	TRUE	108648	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	108648	108648	108648
NC_001491.2	+	TRUE	7256	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	7256	7256	7256
NC_001491.2	-	TRUE	38562	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	38562	38562	38562
NC_001491.2	+	TRUE	70817	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	70817	70817	70817
NC_001491.2	+	TRUE	81645	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	81645	81645	81645
NC_001491.2	-	TRUE	106297	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	106297	106297	106297
NC_001491.2	+	TRUE	2343	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	2343	2343	2343
NC_001491.2	+	TRUE	111835	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	111835	111835	111835
NC_001491.2	+	TRUE	19597	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	19597	19597	19597
NC_001491.2	-	TRUE	7255	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	7255	7255	7255
NC_001491.2	+	TRUE	134792	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	134792	134792	134792
NC_001491.2	-	TRUE	25219	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	25219	25219	25219
NC_001491.2	-	TRUE	100314	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	100314	100314	100314
NC_001491.2	+	TRUE	88479	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	88479	88479	88479
NC_001491.2	+	TRUE	71184	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	71184	71184	71184
NC_001491.2	-	TRUE	61667	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	61667	61667	61667
NC_001491.2	+	TRUE	122126	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	122126	122126	122126
NC_001491.2	-	TRUE	68908	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	68908	68908	68908
NC_001491.2	-	TRUE	65562	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	65562	65562	65562
NC_001491.2	+	TRUE	137949	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	137949	137949	137949
NC_001491.2	-	TRUE	102038	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	102038	102038	102038
NC_001491.2	-	TRUE	53121	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	53121	53121	53121
NC_001491.2	+	TRUE	61460	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	61460	61460	61460
NC_001491.2	+	TRUE	23008	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	23008	23008	23008
NC_001491.2	+	TRUE	61401	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	61401	61401	61401
NC_001491.2	+	TRUE	47100	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	47100	47100	47100
NC_001491.2	+	TRUE	89542	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	89542	89542	89542
NC_001491.2	-	TRUE	9105	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	9105	9105	9105
NC_001491.2	+	TRUE	84513	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	84513	84513	84513
NC_001491.2	-	TRUE	55464	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	55464	55464	55464
NC_001491.2	+	TRUE	79311	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	79311	79311	79311
NC_001491.2	+	TRUE	133657	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	133657	133657	133657
NC_001491.2	-	TRUE	125197	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime3	125197	125197	125197
NC_001491.2	+	TRUE	133003	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	133003	133003	133003
NC_001491.2	+	TRUE	119590	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	119590	119590	119590
NC_001491.2	+	TRUE	50672	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime3	50672	50672	50672
